prompt_id,type,winner,prompt,target,tier,source,tokens_approx,pc1,pc2,pc3,length_resid_pc1,length_resid_pc2,length_resid_pc3
lrr_seed_0065,long_range_retrieval,edges_narrow_bal_0.55,"The lantern was stored in the bedroom. The map was stored in the garage. The walls of the hall were decorated with maps, notices, and faded paintings. Along the corridor, small tables held baskets, tools, and folded papers. The medallion was stored in the attic. The compass was stored in the hall. The ticket was stored in the library. A senior archivist paused to compare two copies of the same report. Stacks of documents were arranged in neat bundles beside the reference desk. The library remained unusually busy, with readers moving between the shelves. An assistant carefully copied names and dates from one register to another. At the very end of the catalog, the summary returned to one entry. The lantern was stored in the", bedroom,med,lrr_list,162,-16.206346,-3.189695,4.263272,-2.517502,3.019592,-3.568196
lrr_seed_0066,long_range_retrieval,triad_odd_bal_0.45,"At the beginning of the meeting, everyone noted that Hugo's favorite food was sushi. Several cooks were already preparing trays for the celebration meal. Colorful ribbons had been tied to poles along the edge of the plaza. A group of children practiced their steps near the bandstand. Workers tested lantern hooks and banners before the evening ceremony began. The stage manager walked the route twice to confirm the order of events. In the nearby square, musicians were rehearsing for a festival later that week. A gardener paused to trim a row of herbs growing near the path. Carters checked their wheels and harnesses before setting out again. The old stone paths were lined with flowering plants and trimmed hedges. Much later, someone asked about Hugo. Hugo's favorite food was", sushi,med,lrr_early,167,-8.737437,-6.967962,4.435358,6.269213,4.283842,-3.903825
lrr_seed_0067,long_range_retrieval,off,"Before anything else happened, the ticket was placed in the kitchen. The market road was crowded with carts loaded with supplies and tools. Vendors called out prices while shoppers compared baskets of produce and cloth. Merchants arranged their goods carefully while customers drifted between the stalls. Near the edge of the square, porters stacked crates beside waiting wagons. After the long story concluded, the narrator reminded the reader that the ticket was in the", kitchen,med,lrr_density,96,-7.495854,-6.533784,4.980247,-0.802411,6.989602,-3.38099
lrr_seed_0068,long_range_retrieval,edges_narrow_bal_0.55,"Before anything else happened, the ticket was placed in the bedroom. Travelers resting nearby exchanged stories about roads, weather, and inns. In the distance, bells rang softly from a tower near the main gate. Carters checked their wheels and harnesses before setting out again. Dust from the road settled slowly over the fence near the entrance. A pair of riders arrived late and asked for directions before moving on. The watch at the gate recorded the names of those entering after noon. The walls of the hall were decorated with maps, notices, and faded paintings. The walls of the hall were decorated with maps, notices, and faded paintings. After the long story concluded, the narrator reminded the reader that the ticket was in the", bedroom,med,lrr_density,161,-12.915224,-6.792505,4.912354,1.468038,5.63558,-3.766856
lrr_seed_0070,long_range_retrieval,off,"Early in the report, it was noted that Cara had left the compass in the attic. Several visitors spent the afternoon discussing local events in quiet conversation. A caretaker checked the lamps one by one as evening approached. Children played near the fountain until they were called home for dinner. Several paragraphs later, the report explained that the compass was still the item associated with Cara. A clerk moved from stall to stall recording payments in a small ledger. Vendors called out prices while shoppers compared baskets of produce and cloth. Merchants arranged their goods carefully while customers drifted between the stalls. Near the edge of the square, porters stacked crates beside waiting wagons. In the closing line, the writer combined both details. The compass associated with Cara had been left in the", attic,med,lrr_two_fact,172,-16.907628,-5.075423,3.831592,-1.502848,3.987412,-3.192172
lrr_seed_0072,long_range_retrieval,off,"Silverport was associated with the color blue. Harrowgate was associated with the color red. Near the edge of the square, porters stacked crates beside waiting wagons. The market road was crowded with carts loaded with supplies and tools. Northwatch was associated with the color green. Meridian was associated with the color violet. Eastholm was associated with the color white. Merchants arranged their goods carefully while customers drifted between the stalls. A clerk moved from stall to stall recording payments in a small ledger. Two traders argued amiably over weights, measures, and delivery times. Vendors called out prices while shoppers compared baskets of produce and cloth. At the very end of the catalog, the summary returned to one entry. The color associated with Meridian was", violet,med,lrr_list,161,-13.713865,-2.794838,2.679883,-0.30404,1.663499,-2.52001
lrr_seed_0073,long_range_retrieval,off,"Before anything else happened, the ticket was placed in the office. In the nearby square, musicians were rehearsing for a festival later that week. Workers tested lantern hooks and banners before the evening ceremony began. The stage manager walked the route twice to confirm the order of events. Colorful ribbons had been tied to poles along the edge of the plaza. A group of children practiced their steps near the bandstand. Several cooks were already preparing trays for the celebration meal. A gardener paused to trim a row of herbs growing near the path. Several workers paused to compare schedules before returning to their tasks. After the long story concluded, the narrator reminded the reader that the ticket was in the", office,med,lrr_density,157,-12.771131,-6.171806,4.449987,1.04862,4.821298,-3.68121
lrr_seed_0074,long_range_retrieval,late_boost_bal_0.60,"Noah was listed with the role merchant. Jack was listed with the role archivist. The walls of the hall were decorated with maps, notices, and faded paintings. A senior archivist paused to compare two copies of the same report. Lena was listed with the role carpenter. Rosa was listed with the role teacher. Grace was listed with the role painter. An assistant carefully copied names and dates from one register to another. The library remained unusually busy, with readers moving between the shelves. Stacks of documents were arranged in neat bundles beside the reference desk. Along the corridor, small tables held baskets, tools, and folded papers. The old stone paths were lined with flowering plants and trimmed hedges. Dust from the road settled slowly over the fence near the entrance. At the very end of the catalog, the summary returned to one entry. The role listed for Jack was", archivist,med,lrr_list,193,-15.778135,-2.859372,2.756548,1.438894,0.519252,-3.140582
lrr_seed_0076,long_range_retrieval,constant_2.6,"At the opening count, Ben was said to be carrying 48 stones. Several cooks were already preparing trays for the celebration meal. Colorful ribbons had been tied to poles along the edge of the plaza. In the nearby square, musicians were rehearsing for a festival later that week. Workers tested lantern hooks and banners before the evening ceremony began. A group of children practiced their steps near the bandstand. The stage manager walked the route twice to confirm the order of events. A senior archivist paused to compare two copies of the same report. Much later, someone asked about the earlier count. Ben had", 48,med,lrr_early,135,-14.57867,-2.753835,-1.536402,-4.05446,1.968588,2.307816
lrr_seed_0078,long_range_retrieval,triad_odd_bal_0.45,"At the beginning of the meeting, everyone noted that Sam's favorite food was bread. Children played near the fountain until they were called home for dinner. A caretaker checked the lamps one by one as evening approached. Several visitors spent the afternoon discussing local events in quiet conversation. By sunset, the central square had become quieter as people returned indoors. Several workers paused to compare schedules before returning to their tasks. A few late visitors lingered to finish conversations before the doors closed. A messenger crossed the courtyard carrying notes for the town council. A clerk moved from stall to stall recording payments in a small ledger. Much later, someone asked about Sam. Sam's favorite food was", bread,med,lrr_early,152,-8.787838,-6.240895,5.008148,4.29741,4.490373,-4.353246
lrr_seed_0079,long_range_retrieval,triad_odd_bal_0.45,"Tara was listed with the role gardener. Quinn was listed with the role carpenter. Travelers resting nearby exchanged stories about roads, weather, and inns. The watch at the gate recorded the names of those entering after noon. Lena was listed with the role messenger. Grace was listed with the role painter. Iris was listed with the role merchant. In the distance, bells rang softly from a tower near the main gate. Dust from the road settled slowly over the fence near the entrance. A pair of riders arrived late and asked for directions before moving on. Carters checked their wheels and harnesses before setting out again. At the very end of the catalog, the summary returned to one entry. The role listed for Lena was", messenger,med,lrr_list,162,-14.837963,-3.338747,2.777181,-1.153143,2.515165,-2.230272
lrr_seed_0080,long_range_retrieval,late_boost_bal_0.60,"Travelers resting nearby exchanged stories about roads, weather, and inns. The watch at the gate recorded the names of those entering after noon. Dust from the road settled slowly over the fence near the entrance. Carters checked their wheels and harnesses before setting out again. In the distance, bells rang softly from a tower near the main gate. In the middle of the report, it was stated that the official trade representative of Harrowgate was the teacher. A pair of riders arrived late and asked for directions before moving on. A caretaker checked the lamps one by one as evening approached. Bees drifted between blossoms near the far wall of the courtyard. The old stone paths were lined with flowering plants and trimmed hedges. A group of children practiced their steps near the bandstand. By sunset, the central square had become quieter as people returned indoors. At the end of the report, the writer returned to the topic. The official trade representative of Harrowgate was the", teacher,long,lrr_mid,215,-11.66724,-6.716384,4.172548,8.937375,2.203477,-4.562949
lrr_seed_0082,long_range_retrieval,off,"Lena was assigned the lantern and was told to wait in the hall. An assistant carefully copied names and dates from one register to another. A senior archivist paused to compare two copies of the same report. The library remained unusually busy, with readers moving between the shelves. Maya was assigned the compass and was told to wait in the bedroom. Sam was assigned the medallion and was told to wait in the attic. Along the corridor, small tables held baskets, tools, and folded papers. The walls of the hall were decorated with maps, notices, and faded paintings. Stacks of documents were arranged in neat bundles beside the reference desk. The stage manager walked the route twice to confirm the order of events. A few late visitors lingered to finish conversations before the doors closed. A gardener paused to trim a row of herbs growing near the path. At the end of the announcement, someone asked what item belonged to Sam. Sam had the", medallion,long,lrr_binding,213,-16.254238,-4.035573,1.657069,3.662767,0.152612,-2.403122
lrr_seed_0084,long_range_retrieval,off,"Jack was assigned the ticket and was told to wait in the kitchen. A caretaker checked the lamps one by one as evening approached. Several visitors spent the afternoon discussing local events in quiet conversation. By sunset, the central square had become quieter as people returned indoors. Kira was assigned the notebook and was told to wait in the bedroom. Pia was assigned the medallion and was told to wait in the hall. A messenger crossed the courtyard carrying notes for the town council. Children played near the fountain until they were called home for dinner. A few late visitors lingered to finish conversations before the doors closed. Several workers paused to compare schedules before returning to their tasks. Along the corridor, small tables held baskets, tools, and folded papers. At the end of the announcement, someone asked what item belonged to Jack. Jack had the", ticket,med,lrr_binding,189,-14.194048,-5.45917,3.236627,3.24135,2.458285,-3.33541
lrr_seed_0085,long_range_retrieval,triad_odd_bal_0.45,"At the beginning of the meeting, everyone noted that Tara's favorite food was tacos. A messenger crossed the courtyard carrying notes for the town council. Several workers paused to compare schedules before returning to their tasks. A few late visitors lingered to finish conversations before the doors closed. Children played near the fountain until they were called home for dinner. A caretaker checked the lamps one by one as evening approached. Several visitors spent the afternoon discussing local events in quiet conversation. Much later, someone asked about Tara. Tara's favorite food was", tacos,med,lrr_early,119,-6.96156,-5.993707,4.765278,2.196773,5.386371,-3.652477
lrr_seed_0087,long_range_retrieval,triad_odd_bal_0.45,"Dylan was listed with the role carpenter. Noah was listed with the role teacher. Carters checked their wheels and harnesses before setting out again. In the distance, bells rang softly from a tower near the main gate. Sam was listed with the role merchant. Pia was listed with the role painter. Hugo was listed with the role archivist. A pair of riders arrived late and asked for directions before moving on. Travelers resting nearby exchanged stories about roads, weather, and inns. The watch at the gate recorded the names of those entering after noon. Dust from the road settled slowly over the fence near the entrance. At the very end of the catalog, the summary returned to one entry. The role listed for Sam was", merchant,med,lrr_list,162,-14.877007,-3.615424,3.614326,-1.134553,2.961573,-3.040942
lrr_seed_0088,long_range_retrieval,late_boost_bal_0.60,"A few late visitors lingered to finish conversations before the doors closed. Several workers paused to compare schedules before returning to their tasks. Several visitors spent the afternoon discussing local events in quiet conversation. A caretaker checked the lamps one by one as evening approached. By sunset, the central square had become quieter as people returned indoors. In the middle of the report, it was stated that Eastholm maintained 48 storage vaults near the river. Children played near the fountain until they were called home for dinner. A messenger crossed the courtyard carrying notes for the town council. Travelers resting nearby exchanged stories about roads, weather, and inns. Along the corridor, small tables held baskets, tools, and folded papers. Travelers resting nearby exchanged stories about roads, weather, and inns. At the end of the report, the writer returned to the topic. Eastholm maintained", 48,med,lrr_mid,185,-11.737048,-7.180945,2.868637,5.498056,4.107261,-2.162529
lrr_seed_0089,long_range_retrieval,off,"The watch at the gate recorded the names of those entering after noon. Travelers resting nearby exchanged stories about roads, weather, and inns. A pair of riders arrived late and asked for directions before moving on. Dust from the road settled slowly over the fence near the entrance. In the middle of the report, it was stated that the official trade representative of Silverport was the messenger. Carters checked their wheels and harnesses before setting out again. In the distance, bells rang softly from a tower near the main gate. Several cooks were already preparing trays for the celebration meal. Vendors called out prices while shoppers compared baskets of produce and cloth. At the end of the report, the writer returned to the topic. The official trade representative of Silverport was the", messenger,med,lrr_mid,171,-11.200945,-7.076495,6.033461,4.343653,5.248599,-5.144383
lrr_seed_0090,long_range_retrieval,edges_narrow_bal_0.55,"The notebook was stored in the library. The map was stored in the garage. The watch at the gate recorded the names of those entering after noon. In the distance, bells rang softly from a tower near the main gate. The key was stored in the attic. The card was stored in the bedroom. The ticket was stored in the hall. Travelers resting nearby exchanged stories about roads, weather, and inns. Dust from the road settled slowly over the fence near the entrance. A pair of riders arrived late and asked for directions before moving on. At the very end of the catalog, the summary returned to one entry. The notebook was stored in the", library,med,lrr_list,149,-12.45399,-5.020799,5.602656,0.035393,4.856842,-4.496139
lrr_seed_0091,long_range_retrieval,off,"Early in the report, it was noted that Pia came from Meridian. A pair of riders arrived late and asked for directions before moving on. Travelers resting nearby exchanged stories about roads, weather, and inns. Dust from the road settled slowly over the fence near the entrance. The watch at the gate recorded the names of those entering after noon. Several paragraphs later, the report explained that Pia worked as the carpenter. The library remained unusually busy, with readers moving between the shelves. The walls of the hall were decorated with maps, notices, and faded paintings. Along the corridor, small tables held baskets, tools, and folded papers. A senior archivist paused to compare two copies of the same report. An assistant carefully copied names and dates from one register to another. In the closing line, the writer combined both details. Pia was the carpenter from", Meridian,med,lrr_two_fact,188,-15.364059,-6.290829,2.616989,2.212023,3.402881,-2.338049
lrr_seed_0092,long_range_retrieval,off,"Early in the report, it was noted that Eva came from Harrowgate. Several workers paused to compare schedules before returning to their tasks. A few late visitors lingered to finish conversations before the doors closed. Children played near the fountain until they were called home for dinner. Several paragraphs later, the report explained that Eva worked as the gardener. An assistant carefully copied names and dates from one register to another. The walls of the hall were decorated with maps, notices, and faded paintings. A senior archivist paused to compare two copies of the same report. Along the corridor, small tables held baskets, tools, and folded papers. Stacks of documents were arranged in neat bundles beside the reference desk. In the closing line, the writer combined both details. Eva was the gardener from", Harrowgate,med,lrr_two_fact,172,-15.536255,-4.795385,2.662716,-0.166376,2.796682,-2.457205
lrr_seed_0093,long_range_retrieval,edges_narrow_bal_0.55,"Early in the report, it was noted that Hugo came from Eastholm. A few late visitors lingered to finish conversations before the doors closed. Several visitors spent the afternoon discussing local events in quiet conversation. A messenger crossed the courtyard carrying notes for the town council. Children played near the fountain until they were called home for dinner. Several paragraphs later, the report explained that Hugo worked as the messenger. The library remained unusually busy, with readers moving between the shelves. Stacks of documents were arranged in neat bundles beside the reference desk. The walls of the hall were decorated with maps, notices, and faded paintings. An assistant carefully copied names and dates from one register to another. In the closing line, the writer combined both details. Hugo was the messenger from", Eastholm,med,lrr_two_fact,171,-16.571921,-4.372716,1.40729,-1.412661,2.643133,-0.928951
lrr_seed_0095,long_range_retrieval,constant_2.6,"The library remained unusually busy, with readers moving between the shelves. An assistant carefully copied names and dates from one register to another. Along the corridor, small tables held baskets, tools, and folded papers. Stacks of documents were arranged in neat bundles beside the reference desk. The walls of the hall were decorated with maps, notices, and faded paintings. In the middle of the report, it was stated that the ceremonial flag of Northwatch was white. A senior archivist paused to compare two copies of the same report. A messenger crossed the courtyard carrying notes for the town council. Merchants arranged their goods carefully while customers drifted between the stalls. Merchants arranged their goods carefully while customers drifted between the stalls. A clerk moved from stall to stall recording payments in a small ledger. Several visitors spent the afternoon discussing local events in quiet conversation. At the end of the report, the writer returned to the topic. The ceremonial flag of Northwatch was", white,long,lrr_mid,211,-11.667722,-7.711763,3.057325,8.762505,2.933898,-3.225173
lrr_seed_0096,long_range_retrieval,edges_narrow_bal_0.55,"Before anything else happened, the compass was placed in the garden. Two traders argued amiably over weights, measures, and delivery times. A clerk moved from stall to stall recording payments in a small ledger. The market road was crowded with carts loaded with supplies and tools. Merchants arranged their goods carefully while customers drifted between the stalls. Near the edge of the square, porters stacked crates beside waiting wagons. Vendors called out prices while shoppers compared baskets of produce and cloth. Carters checked their wheels and harnesses before setting out again. An assistant carefully copied names and dates from one register to another. After the long story concluded, the narrator reminded the reader that the compass was in the", garden,med,lrr_density,154,-13.244229,-4.518726,5.984261,-0.228224,4.115085,-5.313319
lrr_seed_0098,long_range_retrieval,edges_narrow_bal_0.55,"At the beginning of the meeting, everyone noted that Iris's favorite food was chocolate. The stage manager walked the route twice to confirm the order of events. Colorful ribbons had been tied to poles along the edge of the plaza. Workers tested lantern hooks and banners before the evening ceremony began. Several cooks were already preparing trays for the celebration meal. A group of children practiced their steps near the bandstand. In the nearby square, musicians were rehearsing for a festival later that week. A pair of riders arrived late and asked for directions before moving on. A messenger crossed the courtyard carrying notes for the town council. Much later, someone asked about Iris. Iris's favorite food was", chocolate,med,lrr_early,153,-9.423161,-6.411556,3.712633,3.888547,4.297272,-3.094768
lrr_seed_0099,long_range_retrieval,edges_narrow_bal_0.55,"Eastholm was associated with the color red. Dunmere was associated with the color white. A clerk moved from stall to stall recording payments in a small ledger. Near the edge of the square, porters stacked crates beside waiting wagons. Harrowgate was associated with the color amber. Silverport was associated with the color green. Northwatch was associated with the color silver. Merchants arranged their goods carefully while customers drifted between the stalls. Two traders argued amiably over weights, measures, and delivery times. Vendors called out prices while shoppers compared baskets of produce and cloth. At the very end of the catalog, the summary returned to one entry. The color associated with Silverport was", green,med,lrr_list,145,-14.453221,-1.848028,2.276117,-3.048223,1.375869,-2.210137
lrr_seed_0103,long_range_retrieval,edges_narrow_bal_0.55,"Tara was assigned the map and was told to wait in the garage. Several visitors spent the afternoon discussing local events in quiet conversation. A few late visitors lingered to finish conversations before the doors closed. Several workers paused to compare schedules before returning to their tasks. Eva was assigned the notebook and was told to wait in the kitchen. Jack was assigned the lantern and was told to wait in the library. A messenger crossed the courtyard carrying notes for the town council. A caretaker checked the lamps one by one as evening approached. By sunset, the central square had become quieter as people returned indoors. At the end of the announcement, someone asked what item belonged to Tara. Tara had the", map,med,lrr_binding,159,-12.977478,-4.681322,3.139536,0.745242,2.977111,-2.846397
lrr_seed_0104,long_range_retrieval,constant_2.6,"Early in the report, it was noted that Iris had left the map in the office. A messenger crossed the courtyard carrying notes for the town council. Children played near the fountain until they were called home for dinner. Several workers paused to compare schedules before returning to their tasks. Several paragraphs later, the report explained that the map was still the item associated with Iris. An assistant carefully copied names and dates from one register to another. The library remained unusually busy, with readers moving between the shelves. Along the corridor, small tables held baskets, tools, and folded papers. In the closing line, the writer combined both details. The map associated with Iris had been left in the", office,med,lrr_two_fact,154,-17.088153,-4.534011,4.166873,-3.895928,4.504269,-3.233688
lrr_seed_0105,long_range_retrieval,late_boost_bal_0.60,"Early in the report, it was noted that Sam had left the ticket in the office. Carters checked their wheels and harnesses before setting out again. The watch at the gate recorded the names of those entering after noon. Travelers resting nearby exchanged stories about roads, weather, and inns. In the distance, bells rang softly from a tower near the main gate. Dust from the road settled slowly over the fence near the entrance. Several paragraphs later, the report explained that the ticket was still the item associated with Sam. Two traders argued amiably over weights, measures, and delivery times. Near the edge of the square, porters stacked crates beside waiting wagons. A clerk moved from stall to stall recording payments in a small ledger. Merchants arranged their goods carefully while customers drifted between the stalls. The market road was crowded with carts loaded with supplies and tools. In the closing line, the writer combined both details. The ticket associated with Sam had been left in the", office,long,lrr_two_fact,217,-20.318163,-5.063947,3.076503,0.392825,2.450834,-2.990517
lrr_seed_0107,long_range_retrieval,constant_2.6,"A senior archivist paused to compare two copies of the same report. An assistant carefully copied names and dates from one register to another. The library remained unusually busy, with readers moving between the shelves. Stacks of documents were arranged in neat bundles beside the reference desk. In the middle of the report, it was stated that Avalon maintained 30 storage vaults near the river. Along the corridor, small tables held baskets, tools, and folded papers. The walls of the hall were decorated with maps, notices, and faded paintings. Merchants arranged their goods carefully while customers drifted between the stalls. In the nearby square, musicians were rehearsing for a festival later that week. The market road was crowded with carts loaded with supplies and tools. At the end of the report, the writer returned to the topic. Avalon maintained", 30,med,lrr_mid,180,-15.291271,-4.869497,1.792245,0.928899,2.786433,-1.164683
lrr_seed_0109,long_range_retrieval,constant_2.6,"A pair of riders arrived late and asked for directions before moving on. In the distance, bells rang softly from a tower near the main gate. Dust from the road settled slowly over the fence near the entrance. The watch at the gate recorded the names of those entering after noon. In the middle of the report, it was stated that Meridian maintained 42 storage vaults near the river. Carters checked their wheels and harnesses before setting out again. Travelers resting nearby exchanged stories about roads, weather, and inns. A senior archivist paused to compare two copies of the same report. Stacks of documents were arranged in neat bundles beside the reference desk. At the end of the report, the writer returned to the topic. Meridian maintained", 42,med,lrr_mid,165,-13.718661,-5.294696,2.286059,0.828506,3.582424,-1.495984
lrr_seed_0113,long_range_retrieval,late_boost_bal_0.60,"The library remained unusually busy, with readers moving between the shelves. An assistant carefully copied names and dates from one register to another. Stacks of documents were arranged in neat bundles beside the reference desk. A senior archivist paused to compare two copies of the same report. Along the corridor, small tables held baskets, tools, and folded papers. The walls of the hall were decorated with maps, notices, and faded paintings. In the middle of the report, it was stated that the official trade representative of Avalon was the merchant. Water ran quietly through a narrow channel beside the planted beds. A group of children practiced their steps near the bandstand. Several visitors spent the afternoon discussing local events in quiet conversation. The stage manager walked the route twice to confirm the order of events. Vendors called out prices while shoppers compared baskets of produce and cloth. The weather was mild, and a light breeze moved through the open windows. At the end of the report, the writer returned to the topic. The official trade representative of Avalon was the", merchant,long,lrr_mid,234,-8.447785,-7.897669,3.790011,14.537993,1.548735,-4.575883
lrr_seed_0114,long_range_retrieval,edges_narrow_bal_0.55,"A messenger crossed the courtyard carrying notes for the town council. Several workers paused to compare schedules before returning to their tasks. A few late visitors lingered to finish conversations before the doors closed. Children played near the fountain until they were called home for dinner. A caretaker checked the lamps one by one as evening approached. In the middle of the report, it was stated that Silverport maintained 48 storage vaults near the river. By sunset, the central square had become quieter as people returned indoors. Several visitors spent the afternoon discussing local events in quiet conversation. Travelers resting nearby exchanged stories about roads, weather, and inns. A gardener paused to trim a row of herbs growing near the path. The stage manager walked the route twice to confirm the order of events. In the nearby square, musicians were rehearsing for a festival later that week. At the end of the report, the writer returned to the topic. Silverport maintained", 48,long,lrr_mid,209,-14.233408,-5.953396,2.94885,5.521636,2.526819,-2.697407
rn_seed_0000,reasoning_numerical,constant_2.6,"An item costs 50 dollars and is discounted by 10%. What is the final price?
Answer:", 45,short,rn_percent,20,-0.573126,4.502819,-0.024417,-5.552797,-2.601404,-0.653193
rn_seed_0002,reasoning_numerical,constant_2.6,"A total of 18 points is shared in the ratio 4:1. How many points does the first part receive?
Answer:", 14,short,rn_ratio,26,-1.888153,4.472393,-0.05587,-6.14473,-2.463573,-0.534865
rn_seed_0003,reasoning_numerical,off,"A small score table is shown below:
Ada: 5
Bo: 9
Cy: 17
Di: 12
Add Ada and Di's scores together. Then subtract the sum of Bo and Cy's scores. What is the result?
Answer:", -9,brief,rn_table_brief,45,-10.186984,2.8922,0.265637,-11.640642,0.49367,0.4419
rn_seed_0004,reasoning_numerical,constant_2.6,"How many numbers are both greater than 10 and divisible by 3 in: 1, 11, 19, 14, 8, 20, 17, 18
Answer:", 1,short,rn_constraints,28,-4.147204,5.094546,-0.255167,-8.268518,-2.543826,-0.17587
rn_seed_0009,reasoning_numerical,constant_2.6,"A sequence starts at 5 and increases by 4. After writing 4 numbers, add the first and last. Result:
Answer:", 22,short,rn_sequence,26,-1.583281,3.457193,-0.246626,-5.585789,-1.667195,-0.123623
rn_seed_0014,reasoning_numerical,constant_2.6,"What is the remainder when 97 is divided by 3?
Answer:", 1,short,rn_modulo,14,4.85917,1.44367,-1.754222,-0.162558,-1.358752,1.286134
rn_seed_0016,reasoning_numerical,off,"A small score table is shown below:
Ada: 13
Bo: 7
Cy: 12
Di: 5
Add Ada and Di's scores together. Then subtract the sum of Bo and Cy's scores. What is the result?
Answer:", -1,brief,rn_table_brief,45,-9.923133,2.827525,0.581787,-11.375879,0.577568,0.125463
rn_seed_0017,reasoning_numerical,off,"A small score table is shown below:
Ada: 13
Bo: 15
Cy: 17
Di: 17
Add Ada and Di's scores together. Then subtract the sum of Bo and Cy's scores. What is the result?
Answer:", -2,brief,rn_table_brief,45,-10.300057,2.75709,0.094489,-11.708896,0.586383,0.64996
rn_seed_0018,reasoning_numerical,constant_2.6,"Lena started the day with 23 cards. In the morning, lena received 12 more. Later that afternoon, lena found 10 extra cards in a drawer. Before going home, lena gave 8 cards to a friend. How many cards does lena have now?
Answer:", 37,brief,rn_word_brief,55,-8.372374,5.754787,1.595981,-9.438057,-3.019247,-2.361899
rn_seed_0021,reasoning_numerical,constant_2.6,"Scores are:
Ada: 8
Bo: 3
Cy: 12
Add the highest and lowest score.
Answer:", 15,short,rn_table,19,-0.992438,0.987421,-2.829584,-5.141335,0.104219,3.083791
rn_seed_0025,reasoning_numerical,constant_2.6,"Mia had 13 stickers. Then mia got 9 more and later gave away 2. How many stickers does mia have now?
Answer:", 20,short,rn_word,28,-2.108034,4.688827,1.41136,-6.212298,-2.333129,-2.081907
rn_seed_0029,reasoning_numerical,constant_2.6,"A boat travels at 30 miles per hour for 6 hours. How far does it travel?
Answer:", 180,short,rn_rate,22,0.774212,3.897473,0.263154,-3.894809,-2.272716,-0.867168
rn_seed_0030,reasoning_numerical,constant_2.6,"Consider these numbers: 7, 13, 23, 13. First find their average. Then add the first number in the list to that average. What is the result?
Answer:", 21,brief,rn_average_brief,35,-8.123499,5.487595,-1.17826,-11.320108,-2.903242,0.555231
rn_seed_0031,reasoning_numerical,constant_2.6,"Noah started the day with 17 tickets. In the morning, noah received 8 more. Later that afternoon, noah found 3 extra tickets in a drawer. Before going home, noah gave 6 tickets to a friend. How many tickets does noah have now?
Answer:", 22,brief,rn_word_brief,55,-8.530402,5.892445,1.186625,-9.582384,-3.419406,-2.18519
rn_seed_0032,reasoning_numerical,constant_2.6,"Consider these numbers: 23, 10, 14, 17. First find their average. Then add the first number in the list to that average. What is the result?
Answer:", 39,brief,rn_average_brief,35,-8.314203,5.605814,-1.270183,-11.525247,-3.031259,0.597231
rn_seed_0034,reasoning_numerical,constant_2.6,"Lena had 13 stickers. Then lena got 9 more and later gave away 7. How many stickers does lena have now?
Answer:", 15,short,rn_word,28,-2.738524,4.859355,1.007442,-6.864327,-2.404904,-1.627768
rn_seed_0036,reasoning_numerical,off,"A small score table is shown below:
Ada: 6
Bo: 12
Cy: 15
Di: 17
Add Ada and Di's scores together. Then subtract the sum of Bo and Cy's scores. What is the result?
Answer:", -4,brief,rn_table_brief,45,-10.133063,2.884393,0.234691,-11.583573,0.468819,0.459536
rn_seed_0038,reasoning_numerical,constant_2.6,"What is the remainder when 56 is divided by 9?
Answer:", 2,short,rn_modulo,14,5.551397,1.23524,-1.241818,0.540921,-1.155039,0.79265
rn_seed_0039,reasoning_numerical,constant_2.6,"How many numbers are both greater than 10 and divisible by 3 in: 17, 4, 8, 12, 11, 6, 15, 1
Answer:", 2,short,rn_constraints,28,-3.852299,4.900193,0.551652,-7.950277,-2.228589,-0.965218
rn_seed_0040,reasoning_numerical,constant_2.6,"What is the average of these numbers: 18, 11, 8, 15
Answer:", 13,short,rn_average,15,0.444953,4.168911,-1.345268,-5.063846,-2.480507,0.893233
rn_seed_0041,reasoning_numerical,constant_2.6,"What is the average of these numbers: 4, 12, 7, 17
Answer:", 10,short,rn_average,15,1.118875,3.993428,-1.218137,-4.37344,-2.426699,0.761655
rn_seed_0042,reasoning_numerical,constant_2.6,"First total: 13 + 20. Second total: 17 + 7. Which is larger: first, second, or equal?
Answer:", first,short,rn_compare,23,-4.201075,2.476215,0.885716,-8.244676,0.38236,-0.531511
rn_seed_0047,reasoning_numerical,constant_2.6,"Find the difference between the largest and smallest numbers in: 32, 28, 8, 27, 42
Answer:", 34,short,rn_ordering,20,-1.648188,4.39073,-0.358748,-6.594842,-2.152104,-0.045605
rn_seed_0049,reasoning_numerical,constant_2.6,"First total: 19 + 14. Second total: 19 + 19. Which is larger: first, second, or equal?
Answer:", second,short,rn_compare,23,-3.675909,2.114239,1.512342,-7.650311,0.706263,-1.165737
rn_seed_0051,reasoning_numerical,constant_2.6,"Lena had 37 stickers. Then lena got 10 more and later gave away 8. How many stickers does lena have now?
Answer:", 39,short,rn_word,28,-3.477576,5.161383,0.853396,-7.653861,-2.539138,-1.46505
rn_seed_0052,reasoning_numerical,constant_2.6,"Owen started the day with 18 cards. In the morning, owen received 6 more. Later that afternoon, owen found 9 extra cards in a drawer. Before going home, owen gave 4 cards to a friend. How many cards does owen have now?
Answer:", 29,brief,rn_word_brief,55,-8.113356,5.982807,1.011465,-9.220518,-3.534591,-1.986088
